Message	isRefactoring
engine: Encapsulate commands cache in CommandsRepository	1
seperated osm parsing in reader for logic and helper for graph building encapsulated classes for osm data fixed negative id handling and broken test	1
Refactored ManagementContext to  improve encapsulation   so all registrations of MBeans happen in one place	1
encapsulating polyField stuff in SpatialIndexer    minimizing solr work	1
Fixed double accounting for sticky events. Encapsulated list handling and space calculation. Removed 10 sec polling in sweeper thread.	1
Better encapsulation inspired by AbstractCRPDBTest.configureEntities (configuration of entities mixed with db configuration)	1
ProtectionSettings object (extended for docx pptx xlsx) to encapsulate functionality.	1
Remove use of reflection    factor out coding/decoding Methods on data streams. Introduce MethodCodex enum to encapsulate reading/writing methods; build index to MethodCodex values at load time (checking for protocol dups); key is packed Integer; move read/write method args to codex and remove special constructor from Method classes; use index for lookup reading frames; readArgs() constructs new method object directly. ClassId MethodId and MethodName are now fixed constant properties of the codex value.	1
Refactored flow control encapsulating it into a strategy. The reason for this change is that the server will soon be serving both SPDY/2 and SPDY/3 browsers so the flow control strategy must be dynamically chosen depending on the SPDY version.	1
Encapsulate the State Action Quality triplet into its own object	1
fix subscription/feeding extract common database encapsulation types	1
More cleanup and following through on better encapsulation of Flags.dimension and Flags.seedlength.	1
Added CodeGenerationStrategy to encapsulate individual code Specifications and AggregateSpecifications.	1
Clean up the direct video implementation.  Use a semaphore rather than spin locking.  Remove lock/unlock from the bindings callback.  Encapsulate the native Memory buffer and simply pass the buffer int[] to the callback for display().	1
modified ConfigPropertyEditor to use bsh script instead to encapsulate com.netappsid.erp.configator calls.	1
Refactor cells log4j support for better encapsulation	1
introduce encapsulating mechanism to execute hibernate criteria on a current session	1
CAY 2050 parameter binding with better encapsulation	1
Encapsulation of SharedPreferences(.Editor)	1
Beginning of a large reorganization of the nben library. The transition will primarily encapsulate these two changes:   (1) nben is no longer just a clojure library but rather a more generic jvm library that includes some clojure   (2) nben is no longer just a numerics library but rather a more generic scientific computation library with emphasis on the author's particular interests	1
Encapsulate core raw + derived data into SlimData class.	1
HBASE 7843 Enable encapsulating compaction policy/compactor/store file manager interaction shenanigans	1
Refactor encapsulate fields add javadocs	1
changed fragment writing API of bookmarkable components in order to better encapsulate the corresponding JavaScripts and support custom fragment updating strategies	1
Merge rename and copyworld methods to avoid future confusion	1
Rename Proxy* to MBeanProxy* to avoid future confusion	1
Rename map to table to avoid future confusion with map()	1
Wallet: Rewrite re org handling to be simpler and use less code. And hopefully fix some bugs along the way.	1
Refactoring in HtmlUtil to use less code and allow more customization.	1
Pull out file menu creation so we can override in children.	1
MSPConstraintGenerator: Pull out function to set up edges2.	1
Pull out field  > parameter conversion.  Avoid a few warnings.	1
UF 15 Pull out the workbench annotations and annotation processors into a small separate module excluding all dependencies of processors module and creating processors tests module	1
Pull out testing of ConfigMapUpgradeConfiguration into its own class	1
Pull out methods in ReportManagerUtil in order to allow setting up of ReportDefinitions/Designs/Scheduled Requests if you don't use a ReportManager to do so	1
* restructured code and package structure for higher cohesion * implemented proxy logic with cglib * fixed bug with introspector generics and interfaces in java 1.6 * extended and added tests for ReflectUtil and ObjectFactory * added AbstractBeanTest to pull out similarities	1
Pull out a LiveMarketDataProvider interface for the benefit of tests	1
Reprivatize token/tokenize in ExpressionParser cleaned up obsolete typeSafeEntityKey method.  Pull out jpa skiptoken methods into another class.	1
1) Adjust the Config stuff that WorkerSetupManager was using to be reusable 2) Use new ConfigManager to pull out a whitelist for the Master	1
Pull out close().	1
Pull out JMS client common test bits into a test support class.	1
pull out RestApi bindings into its own module	1
Pull out startProgress().	1
Refactored RosterView to pull out RosterView inner classes (viewcontentprovider and support classes)	1
continue to pull out more class caching into separate classes.  continue to struggle with proper generics setup	1
Clean MultiMap; pull out subclasses and provide operations that remove the need for casts in the calling code.	1
Pull out Instance class	1
pull out pool into announcement	1
Refactor to pull out common code into AbstractIndexer class.	1
switch from hbase home to app home and pull out all hbase specific logic from RoleLauncher into HBase provider	1
Add hastus output resolving OBANYC 752. also pull out some of the zip handling into a separate calss and better handle duplicate input stop ids.	1
Pull out Glyph into a standalone class	1
Pull out createAction() from execute()	1
rewrite GetBinaryStore to reach into the Modeshape runningState to pull out the BinaryStore instance	1
DDF 2344 Pull out functionality from CatalogFrameworkImpl to logical subcomponents. (#1066)	1
First cut of hooking OptionMarketDataView with a live data feed (in progress)   Added OptionMessageHolder that contains a key a call message and a put message   Added enums in UnderlierInfo   Added OptionMessageListTableFormat that will work with OptionMessageHolder (need to refactor   pull out common methods from MessageListTableFormat)   Added hack in EnumTableFormat so it will interpret strike and expiration date correctly for options will fix in later checkins   Added TODOs in these affected classes for things that need to be fixed.	1
Pull out file menu creation into function so that it can be overriden in parent class.	1
replace SQLFilter with ERXSQLHelper pull out database specific code from ERXEOAccessUtilities and put it into ERXSQLHelper	1
Pull out static method to create a keystore with no network use.	1
pull out hoya actions into an interface	1
Moved ServiceManager into own package + interface pull out + explicit unit tests added	1
Pull out the common castor DAO bits. Look at DefaultSurveillanceViewConfigDao now.. it's so little. : )	1
